s2_id_gee,longitude,latitude,time,cs_cdf,neon_date,days_diff,neon_id_gee,x,y,x_c,y_c,lat_c,lon_c,epsg,width,height,folder,neon_id,neon_val_null,abs_days_diff,dup_index,neon_ids,s2_date
COPERNICUS/S2_SR_HARMONIZED/20190801T153911_20190801T154113_T18TYN,-72.19490443883357,42.528940496070504,2019-08-01,0.9137254901960784,2019-08-11,-10,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_HARV_6,726365.2913285355,4713815.115371086,728945.2913285355,4711235.115371086,42.519606218800845,-72.21285537071743,EPSG:32618,5160,5160,2019_HARV_6,2019_HARV_6__02,0.0,10,1,2019_HARV_6__02__01,2019-08-01
COPERNICUS/S2_SR_HARMONIZED/20190826T153819_20190826T154455_T18TYN,-72.19490443883357,42.528940496070504,2019-08-26,0.9137254901960784,2019-08-11,15,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_HARV_6,726365.2913285355,4713815.115371086,728945.2913285355,4711235.115371086,42.519606218800845,-72.21285537071743,EPSG:32618,5160,5160,2019_HARV_6,2019_HARV_6__02,0.0,15,2,2019_HARV_6__02__02,2019-08-26
COPERNICUS/S2_SR_HARMONIZED/20190801T153911_20190801T154113_T18TYN,-72.14855137017301,42.528940496070504,2019-08-01,0.9098039215686274,2019-08-11,-10,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_HARV_6,731525.2913285355,4713815.115371086,734105.2913285355,4711235.115371086,42.51806190672494,-72.15011306007936,EPSG:32618,5160,5160,2019_HARV_6,2019_HARV_6__03,0.0,10,1,2019_HARV_6__03__01,2019-08-01
COPERNICUS/S2_SR_HARMONIZED/20190826T153819_20190826T154455_T18TYN,-72.14855137017301,42.528940496070504,2019-08-26,0.9098039215686274,2019-08-11,15,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_HARV_6,731525.2913285355,4713815.115371086,734105.2913285355,4711235.115371086,42.51806190672494,-72.15011306007936,EPSG:32618,5160,5160,2019_HARV_6,2019_HARV_6__03,0.0,15,2,2019_HARV_6__03__02,2019-08-26
COPERNICUS/S2_SR_HARMONIZED/20190801T153911_20190801T154113_T18TYN,-72.19490443883357,42.48258742740994,2019-08-01,0.9176470588235294,2019-08-11,-10,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_HARV_6,726365.2913285355,4708655.115371086,728945.2913285355,4706075.115371086,42.47319088937755,-72.21491738452133,EPSG:32618,5160,5160,2019_HARV_6,2019_HARV_6__04,0.0,10,1,2019_HARV_6__04__01,2019-08-01
COPERNICUS/S2_SR_HARMONIZED/20190826T153819_20190826T154455_T18TYN,-72.19490443883357,42.48258742740994,2019-08-26,0.9137254901960784,2019-08-11,15,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_HARV_6,726365.2913285355,4708655.115371086,728945.2913285355,4706075.115371086,42.47319088937755,-72.21491738452133,EPSG:32618,5160,5160,2019_HARV_6,2019_HARV_6__04,0.0,15,2,2019_HARV_6__04__02,2019-08-26
COPERNICUS/S2_SR_HARMONIZED/20190801T153911_20190801T154113_T18TYN,-72.14855137017301,42.48258742740994,2019-08-01,0.9137254901960784,2019-08-11,-10,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_HARV_6,731525.2913285355,4708655.115371086,734105.2913285355,4706075.115371086,42.47164907015578,-72.15222134118133,EPSG:32618,5160,5160,2019_HARV_6,2019_HARV_6__05,0.0,10,1,2019_HARV_6__05__01,2019-08-01
COPERNICUS/S2_SR_HARMONIZED/20190826T153819_20190826T154455_T18TYN,-72.14855137017301,42.48258742740994,2019-08-26,0.9137254901960784,2019-08-11,15,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_HARV_6,731525.2913285355,4708655.115371086,734105.2913285355,4706075.115371086,42.47164907015578,-72.15222134118133,EPSG:32618,5160,5160,2019_HARV_6,2019_HARV_6__05,0.0,15,2,2019_HARV_6__05__02,2019-08-26
COPERNICUS/S2_SR_HARMONIZED/20190801T153911_20190801T154113_T18TYN,-72.19490443883357,42.43623435874937,2019-08-01,0.9137254901960784,2019-08-11,-10,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_HARV_6,726365.2913285355,4703495.115371086,728945.2913285355,4700915.115371086,42.42677510169027,-72.21697453207312,EPSG:32618,5160,5160,2019_HARV_6,2019_HARV_6__06,0.0,10,1,2019_HARV_6__06__01,2019-08-01
COPERNICUS/S2_SR_HARMONIZED/20190826T153819_20190826T154455_T18TYN,-72.19490443883357,42.43623435874937,2019-08-26,0.9137254901960784,2019-08-11,15,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_HARV_6,726365.2913285355,4703495.115371086,728945.2913285355,4700915.115371086,42.42677510169027,-72.21697453207312,EPSG:32618,5160,5160,2019_HARV_6,2019_HARV_6__06,0.0,15,2,2019_HARV_6__06__02,2019-08-26
COPERNICUS/S2_SR_HARMONIZED/20190801T153911_20190801T154113_T18TYN,-72.14855137017301,42.43623435874937,2019-08-01,0.9137254901960784,2019-08-11,-10,projects/neon-prod-earthengine/assets/HSI_REFL/001/2019_HARV_6,731525.2913285355,4703495.115371086,734105.2913285355,4700915.115371086,42.42523577168467,-72.15432464717728,EPSG:32618,5160,5160,2019_HARV_6,2019_HARV_6__07,17.058823529411764,10,1,2019_HARV_6__07__01,2019-08-01
